order_id,order_value_inr,region,session_duration_sec
O1012674,421,South,25
O1012675,739,East,20
O1012676,331,South,18
O1012677,198,North,44
O1012678,525,East,63
O1012679,483,East,81
O1012680,252,West,9
O1012681,258,South,17
O1012682,645,West,27
O1012683,174,South,2
O1012684,533,South,76
O1012685,345,North,10
O1012686,534,South,30
O1012687,661,North,195
O1012688,261,North,68
O1012689,228,North,56
O1012690,840,West,4
O1012691,392,East,4
O1012692,475,North,62
O1012693,636,South,23
O1012694,249,West,21
O1012695,633,South,25
O1012696,556,East,62
O1012697,841,West,10
O1012698,834,East,176
O1012699,416,South,189
O1012700,588,South,72
O1012701,413,North,191
O1012702,434,North,27
O1012703,229,South,12
O1012704,361,South,12
O1012705,164,East,46
O1012706,377,South,12
O1012707,781,East,12
O1012708,595,North,121
O1012709,427,South,26
O1012710,365,West,74
O1012711,308,North,155
O1012712,255,East,20
O1012713,607,South,38
O1012714,187,North,66
O1012715,185,North,13
O1012716,634,North,55
O1012717,448,North,246
O1012718,413,South,217
O1012719,447,East,64
O1012720,1102,East,31
O1012721,415,South,15
O1012722,467,West,113
O1012723,1129,West,66
O1012724,391,North,98
O1012725,956,East,132
O1012726,141,North,205
O1012727,226,South,7
O1012728,289,South,33
O1012729,540,South,56
O1012730,979,East,7
O1012731,300,North,7
O1012732,658,South,2
O1012733,1235,North,63
O1012734,882,North,58
O1012735,330,East,35
O1012736,623,West,14
O1012737,478,South,22
O1012738,290,East,62
O1012739,500,South,35
O1012740,318,West,216
O1012741,429,West,65
O1012742,203,West,42
O1012743,167,West,2
O1012744,350,North,69
O1012745,473,North,51
O1012746,230,South,60
O1012747,525,West,30
O1012748,412,North,45
O1012749,558,South,154
O1012750,647,South,15
O1012751,790,West,14
O1012752,545,East,2
O1012753,348,East,24
O1012754,443,North,110
O1012755,1293,South,18
O1012756,660,North,111
O1012757,418,North,50
O1012758,374,West,12
O1012759,299,East,8
O1012760,223,South,69
O1012761,948,West,16
O1012762,512,South,159
O1012763,214,North,101
O1012764,379,West,103
O1012765,761,South,3
O1012766,323,West,17
O1012767,268,East,33
O1012768,482,East,17
O1012769,561,North,24
O1012770,323,South,9
O1012771,299,South,8
O1012772,508,West,27
O1012773,230,North,147
O1012774,308,East,127
O1012775,380,South,46
O1012776,584,West,71
O1012777,326,West,24
O1012778,535,South,9
O1012779,723,North,4
O1012780,313,North,36
O1012781,2021,East,39
O1012782,820,West,34
O1012783,462,South,47
O1012784,368,South,44
O1012785,306,North,72
O1012786,926,East,115
O1012787,448,North,123
O1012788,196,East,22
O1012789,171,South,59
O1012790,427,West,201
O1012791,431,South,49
O1012792,255,North,61
O1012793,189,South,104
O1012794,151,West,8
O1012795,276,East,11
O1012796,337,North,139
O1012797,570,North,174
O1012798,378,West,17
O1012799,687,East,5
O1012800,546,West,98
O1012801,521,West,16
O1012802,658,South,66
O1012803,202,West,9
O1012804,309,North,29
O1012805,1340,South,40
O1012806,156,South,27
O1012807,348,North,58
O1012808,512,North,117
O1012809,158,East,50
O1012810,277,South,48
O1012811,1094,South,41
O1012812,439,East,193
O1012813,303,North,2
O1012814,448,West,7
O1012815,302,North,33
O1012816,950,North,110
O1012817,246,North,161
O1012818,311,South,176
O1012819,191,North,16
O1012820,348,East,33
O1012821,370,North,66
O1012822,733,West,113
O1012823,243,East,67
O1012824,514,West,139
O1012825,421,South,14
O1012826,157,South,48
O1012827,281,West,41
O1012828,275,North,117
O1012829,936,South,8
O1012830,530,North,54
O1012831,434,West,68
O1012832,50,East,10
O1012833,155,North,86
O1012834,581,North,57
O1012835,596,West,12
O1012836,278,North,141
O1012837,409,North,113
O1012838,395,South,3
O1012839,439,West,14
O1012840,335,North,29
O1012841,606,East,46
O1012842,701,South,49
O1012843,250,North,9
O1012844,222,East,7
O1012845,271,South,162
O1012846,413,South,80
O1012847,482,East,8
O1012848,598,East,132
O1012849,656,East,18
O1012850,484,South,29
O1012851,453,South,62
O1012852,920,West,63
O1012853,404,West,43
O1012854,542,South,9
O1012855,473,North,22
O1012856,370,North,39
O1012857,371,West,147
O1012858,781,North,26
O1012859,386,South,96
O1012860,338,West,2
O1012861,279,East,23
O1012862,498,South,17
O1012863,312,East,118
O1012864,476,North,14
O1012865,441,West,136
O1012866,326,West,45
O1012867,201,West,104
O1012868,241,East,26
O1012869,261,North,22
O1012870,244,East,7
O1012871,507,South,60
O1012872,1170,South,10
O1012873,312,North,63
O1012874,333,West,4
O1012875,301,West,9
O1012876,619,South,192
O1012877,499,West,80
O1012878,400,North,7
O1012879,220,West,30
O1012880,249,East,9
O1012881,440,South,40
O1012882,451,West,166
O1012883,400,South,24
O1012884,563,West,87
O1012885,219,North,8
O1012886,470,North,25
O1012887,457,North,21
O1012888,250,West,12
O1012889,298,South,20
O1012890,571,West,93
O1012891,228,East,49
O1012892,1383,North,83
O1012893,533,North,36
O1012894,392,South,25
O1012895,356,West,99
O1012896,598,North,71
O1012897,328,South,40
O1012898,335,East,102
O1012899,834,North,6
O1012900,319,South,10
O1012901,432,South,74
O1012902,276,North,37
O1012903,459,East,145
O1012904,539,East,76
O1012905,936,East,2
O1012906,252,North,99
O1012907,196,North,48
O1012908,353,East,63
O1012909,296,South,190
O1012910,400,South,175
O1012911,524,West,29
O1012912,1252,South,25
O1012913,322,North,20
O1012914,134,South,48
O1012915,358,South,44
O1012916,481,East,87
O1012917,248,South,52
O1012918,453,West,82
O1012919,432,South,9
O1012920,459,South,41
O1012921,599,East,31
O1012922,387,North,19
O1012923,530,West,93
O1012924,164,North,117
O1012925,249,South,31
O1012926,340,North,67
O1012927,244,South,12
O1012928,405,South,50
O1012929,340,North,29
O1012930,321,North,55
O1012931,628,North,2
O1012932,421,North,30
O1012933,235,North,45
O1012934,298,North,218
O1012935,588,North,238
O1012936,446,West,42
O1012937,734,South,12
O1012938,616,West,22
O1012939,332,South,26
O1012940,827,East,15
O1012941,862,East,82
O1012942,165,North,3
O1012943,410,South,36
O1012944,306,North,162
O1012945,354,South,89
O1012946,268,North,16
O1012947,252,East,4
O1012948,633,East,89
O1012949,225,West,8
O1012950,423,North,2
O1012951,205,East,3
O1012952,761,North,58
O1012953,410,West,8
O1012954,586,East,14
O1012955,445,West,2
O1012956,355,North,47
O1012957,417,South,5
O1012958,857,South,16
O1012959,258,East,39
O1012960,113,West,2
O1012961,272,North,43
O1012962,220,East,11
O1012963,655,North,56
O1012964,369,South,18
O1012965,610,West,102
O1012966,410,South,69
O1012967,405,West,49
O1012968,438,East,61
O1012969,846,West,414
O1012970,443,East,31
O1012971,702,East,26
O1012972,680,East,49
O1012973,372,South,5
O1012974,389,West,4
O1012975,334,South,57
O1012976,766,North,78
O1012977,252,East,83
O1012978,281,East,67
O1012979,351,North,83
O1012980,227,North,27
O1012981,300,North,89
O1012982,712,South,15
O1012983,559,South,23
O1012984,327,North,2
O1012985,603,South,130
O1012986,1142,North,70
O1012987,472,North,155
O1012988,821,North,23
O1012989,618,South,126
O1012990,348,North,49
O1012991,445,West,97
O1012992,525,East,44
O1012993,278,East,2
O1012994,109,South,41
O1012995,266,West,86
O1012996,137,East,210
O1012997,277,South,57
O1012998,172,North,74
O1012999,626,South,143
O1013000,223,South,88
O1013001,530,South,108
O1013002,592,West,77
O1013003,573,East,47
O1013004,159,South,74
O1013005,707,East,9
O1013006,498,South,7
O1013007,603,East,30
O1013008,1007,West,8
O1013009,600,West,32
O1013010,223,North,141
O1013011,559,North,92
O1013012,190,North,19
O1013013,391,East,159
O1013014,314,North,4
O1013015,405,South,43
O1013016,190,East,11
O1013017,201,West,24
O1013018,322,East,29
O1013019,361,South,33
O1013020,326,North,70
O1013021,833,East,65
O1013022,499,East,46
O1013023,492,North,19
O1013024,333,East,27
O1013025,201,North,13
O1013026,403,East,4
O1013027,996,North,26
O1013028,451,West,50
O1013029,704,South,45
O1013030,750,East,63
O1013031,534,North,19
O1013032,450,West,37
O1013033,246,West,202
O1013034,363,South,26
O1013035,337,North,35
O1013036,476,South,5
O1013037,199,West,9
O1013038,308,East,62
O1013039,494,West,181
O1013040,284,West,162
O1013041,255,East,49
O1013042,272,North,40
O1013043,352,West,212
O1013044,123,East,49
O1013045,278,South,162
O1013046,650,South,104
O1013047,474,West,44
O1013048,498,North,16
O1013049,162,East,43
O1013050,328,East,79
O1013051,381,North,80
O1013052,509,West,113
O1013053,703,South,38
O1013054,650,East,42
O1013055,301,South,2
O1013056,305,South,33
O1013057,817,South,100
O1013058,337,West,57
O1013059,235,East,2
O1013060,364,East,18
O1013061,792,South,67
O1013062,257,North,71
O1013063,326,East,72
O1013064,262,North,29
O1013065,651,South,54
O1013066,466,North,47
O1013067,641,East,116
O1013068,882,South,9
O1013069,189,North,13
O1013070,276,South,145
O1013071,325,East,22
O1013072,418,North,91
O1013073,520,South,144
O1013074,316,West,38
O1013075,285,North,30
O1013076,651,West,29
O1013077,530,North,43
O1013078,472,North,24
O1013079,138,South,129
O1013080,738,West,39
O1013081,442,West,2
O1013082,372,East,24
O1013083,268,East,24
O1013084,294,South,86
O1013085,258,West,94
O1013086,149,North,119
O1013087,268,South,152
O1013088,181,West,105
O1013089,391,South,20
O1013090,227,West,28
O1013091,581,North,50
O1013092,176,North,4
O1013093,733,South,86
O1013094,613,East,39
O1013095,237,South,156
O1013096,385,South,74
O1013097,263,East,75
O1013098,539,West,12
O1013099,992,South,191
O1013100,728,North,213
O1013101,286,South,54
O1013102,427,East,14
O1013103,864,North,5
O1013104,524,South,90
O1013105,669,East,60
O1013106,559,North,10
O1013107,419,North,98
O1013108,390,East,12
O1013109,220,South,13
O1013110,275,North,50
O1013111,257,East,41
O1013112,338,North,59
O1013113,424,North,45
O1013114,382,East,107
O1013115,449,West,2
O1013116,562,South,30
O1013117,328,North,103
O1013118,583,South,48
O1013119,713,East,268
O1013120,496,West,234
O1013121,307,West,192
O1013122,648,South,235
O1013123,514,East,46
O1013124,550,West,42
O1013125,869,East,43
O1013126,575,West,2
O1013127,886,South,15
O1013128,375,South,12
O1013129,325,North,9
O1013130,717,South,17
O1013131,246,North,268
O1013132,1037,East,2
O1013133,774,South,39
O1013134,421,West,108
O1013135,736,North,28
O1013136,562,North,22
O1013137,212,South,36
O1013138,268,West,98
O1013139,465,West,19
O1013140,437,East,129
O1013141,776,North,18
O1013142,469,South,29
O1013143,214,West,30
O1013144,307,East,65
O1013145,585,East,8
O1013146,162,West,19
O1013147,199,East,8
O1013148,335,North,9
O1013149,641,South,35
O1013150,362,North,58
O1013151,508,South,54
O1013152,404,West,82
O1013153,376,South,63
O1013154,291,South,95
O1013155,614,North,134
O1013156,215,North,54
O1013157,359,North,201
O1013158,716,East,17
O1013159,275,South,85
O1013160,185,South,68
O1013161,140,West,54
O1013162,563,East,8
O1013163,582,South,29
O1013164,340,North,60
O1013165,214,South,95
O1013166,375,South,2
O1013167,727,South,15
O1013168,214,East,141
O1013169,685,North,2
O1013170,173,North,8
O1013171,228,South,89
O1013172,426,West,53
O1013173,648,East,203
O1013174,842,South,152
O1013175,662,South,72
O1013176,877,West,9
O1013177,442,North,20
O1013178,296,South,29
O1013179,729,South,13
O1013180,798,East,141
O1013181,643,South,26
O1013182,548,West,35
O1013183,809,South,44
O1013184,479,North,232
O1013185,399,South,43
O1013186,580,West,36
O1013187,512,South,2
O1013188,628,South,5
O1013189,378,South,86
O1013190,636,North,15
O1013191,619,East,47
O1013192,449,South,7
O1013193,277,South,129
O1013194,750,East,28
O1013195,220,North,6
O1013196,250,West,11
O1013197,439,South,20
O1013198,115,North,13
O1013199,873,North,81
O1013200,406,East,33
O1013201,871,North,72
O1013202,994,East,8
O1013203,373,East,28
O1013204,792,West,60
O1013205,237,North,10
O1013206,501,South,47
O1013207,318,East,7
O1013208,571,North,17
O1013209,627,East,71
O1013210,372,South,6
O1013211,530,South,12
O1013212,647,South,112
O1013213,443,South,172
O1013214,1436,East,375
O1013215,377,West,89
O1013216,923,East,56
O1013217,715,North,29
O1013218,159,North,54
O1013219,851,North,15
O1013220,690,South,51
O1013221,427,West,13
O1013222,485,South,16
O1013223,516,North,102
O1013224,802,South,29
O1013225,328,East,19
O1013226,892,East,124
O1013227,235,South,126
O1013228,167,South,20
O1013229,543,East,2
O1013230,757,South,15
O1013231,369,North,15
O1013232,130,East,40
O1013233,191,South,39
O1013234,502,South,34
O1013235,401,North,4
O1013236,767,West,67
O1013237,418,North,8
O1013238,279,East,83
O1013239,471,South,11
O1013240,670,North,53
O1013241,793,South,110
O1013242,382,West,13
O1013243,417,West,85
O1013244,596,North,18
O1013245,277,South,65
O1013246,583,East,163
O1013247,359,South,22
O1013248,388,West,104
O1013249,404,South,8
O1013250,430,West,72
O1013251,1050,North,16
O1013252,319,East,22
O1013253,327,South,23
O1013254,832,North,75
O1013255,504,South,65
O1013256,592,South,11
O1013257,241,South,111
O1013258,456,East,22
O1013259,605,South,22
O1013260,288,North,12
O1013261,552,North,12
O1013262,364,South,44
O1013263,292,South,28
O1013264,670,North,32
O1013265,713,North,30
O1013266,430,East,69
O1013267,505,South,5
O1013268,782,South,22
O1013269,331,North,192
O1013270,480,South,39
O1013271,333,North,8
O1013272,242,North,42
O1013273,331,North,109
O1013274,230,West,27
O1013275,499,North,47
O1013276,274,North,148
O1013277,201,West,49
O1013278,585,East,64
O1013279,566,West,2
O1013280,342,East,98
O1013281,573,East,107
O1013282,270,South,54
O1013283,335,East,6
O1013284,495,South,220
O1013285,676,North,69
O1013286,333,North,35
O1013287,299,East,125
O1013288,659,North,31
O1013289,548,South,62
O1013290,435,North,15
O1013291,728,South,134
O1013292,1068,West,45
O1013293,484,East,16
O1013294,300,South,5
O1013295,517,South,138
O1013296,268,South,13
O1013297,751,East,276
O1013298,284,North,9
O1013299,366,South,37
O1013300,265,East,45
O1013301,442,East,17
O1013302,450,West,301
O1013303,585,South,52
O1013304,428,West,51
O1013305,413,West,124
O1013306,303,North,52
O1013307,350,East,39
O1013308,201,East,39
O1013309,810,North,75
O1013310,385,South,26
O1013311,916,West,43
O1013312,380,West,23
O1013313,156,East,134
O1013314,322,West,14
O1013315,403,South,51
O1013316,417,South,23
O1013317,566,West,48
O1013318,440,West,44
O1013319,341,North,37
O1013320,255,North,36
O1013321,329,South,35
O1013322,546,South,32
O1013323,620,North,9
O1013324,288,South,158
O1013325,667,West,226
O1013326,536,South,37
O1013327,259,South,35
O1013328,456,South,31
O1013329,485,North,15
O1013330,237,South,5
O1013331,205,East,2
O1013332,511,North,50
O1013333,321,East,74
O1013334,859,North,6
O1013335,954,East,40
O1013336,511,West,11
O1013337,649,South,10
O1013338,242,West,80
O1013339,207,East,153
O1013340,376,East,142
O1013341,212,South,20
O1013342,471,North,18
O1013343,273,West,43
O1013344,444,West,208
O1013345,370,West,3
O1013346,555,South,162
O1013347,475,North,10
O1013348,330,North,25
O1013349,204,South,19
O1013350,438,South,70
O1013351,169,West,81
O1013352,752,South,86
O1013353,526,West,5
O1013354,615,East,5
O1013355,248,South,141
O1013356,482,East,95
O1013357,289,West,150
O1013358,435,South,71
O1013359,245,South,4
O1013360,387,South,70
O1013361,202,East,140
O1013362,372,West,24
O1013363,177,South,7
O1013364,966,East,5
O1013365,437,North,7
O1013366,405,East,6
O1013367,566,East,53
O1013368,211,South,16
O1013369,273,East,3
O1013370,526,North,145
O1013371,437,South,69
O1013372,282,West,126
O1013373,558,North,40
O1013374,469,North,127
O1013375,519,East,75
O1013376,490,South,83
O1013377,287,South,25
O1013378,388,West,27
O1013379,159,North,166
O1013380,312,East,43
O1013381,357,South,226
O1013382,552,North,34
O1013383,521,North,143
O1013384,277,South,9
O1013385,274,North,14
O1013386,775,South,72
O1013387,348,East,123
O1013388,427,West,41
O1013389,597,South,64
O1013390,388,South,52
O1013391,374,South,18
O1013392,345,North,120
O1013393,313,South,108
O1013394,433,West,30
O1013395,162,West,2
O1013396,337,North,16
O1013397,529,West,2
O1013398,499,West,218
O1013399,817,East,98
O1013400,613,West,92
O1013401,495,South,101
O1013402,409,West,27
O1013403,321,East,6
O1013404,519,North,60
O1013405,474,North,65
O1013406,335,North,40
O1013407,262,East,299
O1013408,393,West,41
O1013409,719,North,30
O1013410,426,East,15
O1013411,409,South,27
O1013412,498,South,55
O1013413,513,West,16
O1013414,457,South,31
O1013415,395,North,18
O1013416,313,North,163
O1013417,667,West,120
O1013418,326,East,8
O1013419,886,North,147
O1013420,436,North,68
O1013421,414,East,44
O1013422,590,South,4
O1013423,291,East,38
O1013424,538,South,55
O1013425,427,North,97
O1013426,495,South,2
O1013427,287,South,40
O1013428,285,South,66
O1013429,161,South,58
O1013430,321,West,29
O1013431,313,West,67
O1013432,289,South,115
O1013433,381,East,3
O1013434,417,North,9
O1013435,518,West,109
O1013436,535,South,24
O1013437,558,South,29
O1013438,570,South,70
O1013439,463,North,281
O1013440,415,North,79
O1013441,642,West,27
O1013442,571,South,34
O1013443,192,West,64
O1013444,370,South,42
O1013445,164,South,38
O1013446,162,North,44
O1013447,313,North,69
O1013448,378,East,31
O1013449,326,South,11
O1013450,166,East,53
O1013451,594,South,26
O1013452,283,West,41
O1013453,515,West,240
O1013454,287,West,15
O1013455,315,East,53
O1013456,501,East,102
O1013457,339,West,29
O1013458,439,West,63
O1013459,463,North,22
O1013460,198,East,14
O1013461,512,West,35
O1013462,252,East,88
O1013463,231,North,49
O1013464,281,East,109
O1013465,606,North,21
O1013466,181,East,104
O1013467,559,East,165
O1013468,478,North,28
O1013469,419,South,156
O1013470,456,West,128
O1013471,349,South,5
O1013472,567,South,72
O1013473,326,North,100
O1013474,179,North,29
O1013475,388,North,26
O1013476,602,North,124
O1013477,516,North,35
O1013478,999,North,68
O1013479,355,West,39
O1013480,372,South,23
O1013481,359,South,105
O1013482,274,South,40
O1013483,318,West,18
O1013484,240,East,210
O1013485,128,North,10
O1013486,302,East,8
O1013487,408,North,139
O1013488,553,West,140
O1013489,303,East,86
O1013490,304,West,10
O1013491,675,West,84
O1013492,207,South,11
O1013493,372,West,4
O1013494,651,West,23
O1013495,283,South,74
O1013496,187,East,24
O1013497,947,North,76
O1013498,602,South,165
O1013499,611,North,53
O1013500,386,South,2
O1013501,556,East,3
O1013502,116,East,10
O1013503,324,South,67
O1013504,648,North,22
O1013505,201,East,28
O1013506,341,North,26
O1013507,473,North,27
O1013508,273,West,58
O1013509,405,South,53
O1013510,489,West,122
O1013511,469,East,262
O1013512,330,South,110
O1013513,267,North,89
O1013514,492,South,28
O1013515,478,North,148
O1013516,466,East,27
O1013517,427,North,4
O1013518,478,West,43
O1013519,625,South,18
O1013520,471,North,40
O1013521,424,West,69
O1013522,310,South,119
O1013523,807,East,17
O1013524,230,West,152
O1013525,365,North,292
O1013526,313,North,13
O1013527,162,North,26
O1013528,482,North,75
O1013529,364,South,28
O1013530,410,West,15
O1013531,369,South,31
O1013532,588,West,73
O1013533,627,North,2
O1013534,233,West,66
O1013535,975,East,139
O1013536,358,West,264
O1013537,541,West,18
O1013538,441,West,82
O1013539,425,North,11
O1013540,533,East,16
O1013541,780,South,65
O1013542,595,North,102
O1013543,357,South,6
O1013544,387,West,29
O1013545,304,North,121
O1013546,577,West,84
O1013547,542,West,3
O1013548,340,North,31
O1013549,783,South,31
O1013550,690,North,64
O1013551,1004,East,6
O1013552,272,North,27
O1013553,384,North,142
O1013554,366,South,5
O1013555,1483,South,8
O1013556,405,West,55
O1013557,759,South,27
O1013558,677,North,2
O1013559,387,East,17
O1013560,415,South,49
O1013561,524,South,106
O1013562,757,North,63
O1013563,370,North,2
O1013564,313,North,14
O1013565,643,West,9
O1013566,227,West,37
O1013567,458,West,22
O1013568,685,North,49
O1013569,500,West,13
O1013570,304,South,72
O1013571,245,East,32
O1013572,730,East,26
O1013573,370,North,70
O1013574,257,North,72
O1013575,713,North,6
O1013576,602,North,128
O1013577,238,South,66
O1013578,1418,South,25
O1013579,308,South,41
O1013580,597,South,12
O1013581,1089,North,10
O1013582,629,West,137
O1013583,459,West,51
O1013584,197,North,66
O1013585,1119,South,106
O1013586,622,West,97
O1013587,199,South,7
O1013588,873,South,89
O1013589,416,West,25
O1013590,351,East,36
O1013591,303,North,2
O1013592,439,South,39
O1013593,604,West,21
O1013594,315,North,39
O1013595,430,North,125
O1013596,2187,South,84
O1013597,512,West,33
O1013598,654,South,21
O1013599,250,South,18
O1013600,205,North,59
O1013601,839,North,27
O1013602,727,East,40
O1013603,950,East,20
O1013604,388,North,46
O1013605,755,West,2
O1013606,112,South,30
O1013607,529,North,102
O1013608,676,North,14
O1013609,286,North,33
O1013610,684,South,37
O1013611,369,West,211
O1013612,388,South,107
O1013613,354,East,44
O1013614,889,North,14
O1013615,321,North,49
O1013616,302,South,54
O1013617,263,North,38
O1013618,336,North,21
O1013619,445,North,99
O1013620,555,North,25
O1013621,277,West,31
O1013622,486,South,24
O1013623,548,South,143
O1013624,253,South,60
O1013625,416,North,4
O1013626,387,West,16
O1013627,419,East,73
O1013628,310,East,40
O1013629,377,North,45
O1013630,410,North,12
O1013631,1025,North,111
O1013632,413,South,83
O1013633,788,East,42
O1013634,818,West,26
O1013635,209,South,53
O1013636,349,South,7
O1013637,819,East,37
O1013638,442,East,6
O1013639,381,North,156
O1013640,587,North,18
O1013641,688,East,29
O1013642,398,North,52
O1013643,351,West,16
O1013644,124,West,22
O1013645,413,North,139
O1013646,333,South,107
O1013647,244,South,13
O1013648,364,South,31
O1013649,327,East,38
O1013650,439,North,66
O1013651,351,West,83
O1013652,504,South,157
O1013653,440,North,46
O1013654,763,North,80
O1013655,309,West,119
O1013656,982,East,116
O1013657,688,South,130
O1013658,848,West,23
O1013659,458,South,64
O1013660,350,East,70
O1013661,308,West,16
O1013662,969,East,158
O1013663,698,North,73
O1013664,244,West,10
O1013665,658,North,6
O1013666,267,West,74
O1013667,474,West,47
O1013668,610,North,88
O1013669,836,North,23
O1013670,454,West,20
O1013671,377,North,15
O1013672,412,West,4
O1013673,688,South,14
O1013674,598,North,61
O1013675,400,East,20
O1013676,159,North,23
O1013677,119,North,13
O1013678,452,South,39
O1013679,223,North,45
O1013680,310,South,221
O1013681,360,East,40
O1013682,1139,East,73
O1013683,429,South,43
O1013684,578,North,138
O1013685,519,East,24
O1013686,120,South,70
O1013687,330,North,22
O1013688,219,North,101
O1013689,957,East,21
O1013690,162,North,12
O1013691,327,North,158
O1013692,354,East,137
O1013693,246,East,64
O1013694,424,South,17
O1013695,395,South,23
O1013696,438,West,76
O1013697,519,South,9
O1013698,454,West,26
O1013699,488,West,297
O1013700,704,South,63
O1013701,177,North,6
O1013702,572,West,112
O1013703,239,North,2
O1013704,293,South,214
O1013705,429,East,216
O1013706,496,North,24
O1013707,526,East,48
O1013708,251,East,6
O1013709,912,East,23
O1013710,327,North,62
O1013711,282,North,50
O1013712,214,South,2
O1013713,203,North,15
O1013714,200,South,218
O1013715,472,North,89
O1013716,546,North,81
O1013717,262,East,35
O1013718,228,North,10
O1013719,363,North,92
O1013720,424,North,10
O1013721,460,East,136
O1013722,249,South,4
O1013723,371,North,78
O1013724,883,North,26
O1013725,222,West,51
O1013726,398,North,7
O1013727,518,East,4
O1013728,249,West,127
O1013729,548,South,213
O1013730,207,South,97
O1013731,554,West,48
O1013732,412,North,43
O1013733,198,North,171
O1013734,569,East,12
O1013735,258,South,113
O1013736,374,West,189
O1013737,553,North,47
O1013738,249,West,13
O1013739,310,West,35
O1013740,708,North,52
O1013741,143,North,18
O1013742,820,West,147
O1013743,194,West,49
O1013744,284,North,16
O1013745,465,North,23
O1013746,545,East,62
O1013747,468,North,131
O1013748,413,South,26
O1013749,324,North,3
O1013750,881,North,10
O1013751,594,South,2
O1013752,726,South,86
O1013753,327,East,17
O1013754,126,South,86
O1013755,672,North,150
O1013756,482,East,16
O1013757,442,West,100
O1013758,304,East,30
O1013759,339,West,61
O1013760,299,South,86
O1013761,413,West,37
O1013762,229,East,11
O1013763,591,East,2
O1013764,1117,North,2
O1013765,299,East,43
O1013766,182,North,117
O1013767,383,North,41
O1013768,472,East,18
O1013769,506,East,9
O1013770,899,South,24
O1013771,607,East,134
O1013772,163,West,40
O1013773,217,West,8
O1013774,494,West,16
O1013775,321,West,332
O1013776,861,South,46
O1013777,253,South,6
O1013778,652,North,26
O1013779,292,West,3
O1013780,460,North,2
O1013781,267,West,99
O1013782,533,North,2
O1013783,690,South,102
O1013784,458,North,2
O1013785,1048,East,66
O1013786,281,South,98
O1013787,424,West,18
O1013788,616,West,22
O1013789,251,South,176
O1013790,416,East,17
O1013791,562,West,9
O1013792,642,West,13
O1013793,714,North,9
O1013794,261,West,4
O1013795,466,North,92
O1013796,209,West,14
O1013797,281,North,80
O1013798,370,North,2
O1013799,715,South,14
O1013800,525,West,12
O1013801,412,North,7
O1013802,505,North,83
O1013803,524,East,74
O1013804,485,West,105
O1013805,303,South,62
O1013806,250,East,48
O1013807,361,North,187
O1013808,271,South,33
O1013809,550,North,79
O1013810,867,South,13
O1013811,535,North,96
O1013812,163,North,76
O1013813,294,North,23
O1013814,407,West,196
O1013815,197,West,126
O1013816,410,North,91
O1013817,510,West,42
O1013818,816,West,49
O1013819,1002,North,112
O1013820,222,East,57
O1013821,381,North,42
O1013822,383,East,24
O1013823,282,North,42
O1013824,424,West,2
O1013825,388,West,124
O1013826,548,North,64
O1013827,795,South,77
O1013828,431,North,39
O1013829,316,North,207
O1013830,242,North,74
O1013831,1120,South,261
O1013832,635,West,278
O1013833,493,West,42
O1013834,371,South,124
O1013835,903,North,44
O1013836,372,South,14
O1013837,171,East,2
O1013838,461,North,27
O1013839,218,West,74
O1013840,461,South,14
O1013841,790,North,53
O1013842,175,North,32
O1013843,257,East,91
O1013844,622,East,122
O1013845,314,South,45
O1013846,496,West,54
O1013847,497,North,5
O1013848,629,North,77
O1013849,292,South,3
O1013850,113,South,45
O1013851,492,South,9
O1013852,184,South,25
O1013853,644,West,44
O1013854,395,South,98
O1013855,348,West,2
O1013856,570,West,15
O1013857,169,East,68
O1013858,365,East,15
O1013859,505,East,7
O1013860,458,West,53
O1013861,316,West,13
O1013862,318,East,12
O1013863,873,West,43
O1013864,637,South,47
O1013865,289,South,45
O1013866,792,West,109
O1013867,588,North,4
O1013868,515,East,8
O1013869,525,East,21
O1013870,227,North,32
O1013871,856,South,4
O1013872,649,East,11
O1013873,456,East,73
O1013874,456,East,36
O1013875,385,North,165
O1013876,304,East,25
O1013877,527,North,196
O1013878,271,West,52
O1013879,435,North,17
O1013880,424,South,2
O1013881,489,East,193
O1013882,646,North,68
O1013883,494,East,59
O1013884,571,North,22
O1013885,153,North,41
O1013886,508,North,2
O1013887,419,North,47
O1013888,486,East,17
O1013889,310,West,60
O1013890,717,South,2
O1013891,457,East,172
O1013892,278,South,92
O1013893,304,North,223
O1013894,634,East,15
O1013895,387,North,20
O1013896,402,East,20
O1013897,365,West,4
O1013898,669,North,85
O1013899,513,East,21
O1013900,223,West,35
O1013901,248,South,46
O1013902,404,South,62
O1013903,293,South,43
O1013904,137,West,7
O1013905,278,East,49
O1013906,351,South,3
O1013907,330,South,17
O1013908,578,North,90
O1013909,132,North,26
O1013910,274,South,103
O1013911,601,East,24
O1013912,289,North,4
O1013913,220,East,26
O1013914,287,South,52
O1013915,504,East,47
O1013916,355,South,114
O1013917,281,South,70
O1013918,513,South,35
O1013919,487,North,87
O1013920,214,North,11
O1013921,423,West,43
O1013922,211,South,13
O1013923,724,West,70
O1013924,747,West,23
O1013925,349,North,94
O1013926,687,West,17
O1013927,276,East,143
O1013928,376,West,52
O1013929,301,West,50
O1013930,398,South,295
O1013931,417,East,14
O1013932,403,East,16
O1013933,386,West,113
O1013934,430,North,68
O1013935,756,South,64
O1013936,148,South,116
O1013937,1054,North,164
O1013938,339,North,53
O1013939,388,East,17
O1013940,784,South,19
O1013941,546,North,125
